DATE,COUNTRY,SOURCE,HEADLINE,SUMMARY
4-Feb-2025,Iran,https://ir.usembassy.gov/president-donald-j-trump-restores-maximum-pressure-on-iran/,"Imposing Maximum Pressure on the Government of the Islamic Republic of Iran, Denying Iran all Paths to a Nuclear Weapon, and Countering Iran’s Malign Influence ","RESTORING MAXIMUM PRESSURE ON IRAN: Today, President Donald J. Trump signed a National Security Presidential Memorandum (NSPM) restoring maximum pressure on the government of the Islamic Republic of Iran, denying Iran all paths to a nuclear weapon, and countering Iran’s malign influence abroad.

The NSPM establishes that:
Iran should be denied a nuclear weapon and intercontinental ballistic missiles;
Iran’s terrorist network should be neutralized; and
Iran’s aggressive development of missiles, as well as other asymmetric and conventional weapons capabilities, should be countered.
The NSPM directs the Secretary of the Treasury to impose maximum economic pressure on the Government of Iran, including by sanctioning or imposing enforcement mechanisms on those acting in violation of existing sanctions.
The Treasury Secretary will also issue guidance for all relevant business sectors – including shipping, insurance, and port operators – about the risks to any person that knowingly violates U.S. sanctions with respect to Iran or an Iranian terror proxy.
The Secretary of State will also modify or rescind existing sanctions waivers and cooperate with the Secretary of Treasury to implement a campaign aimed at driving Iran’s oil exports to zero.
The United States Permanent Representative to the United Nations will work with key allies to complete the snapback of international sanctions and restrictions on Iran.
PROTECTING THE HOMELAND FROM IRAN: The previous Administration’s tolerance of Iran’s threats to American citizens and companies ends now.

The Attorney General will pursue all available legal steps to investigate, disrupt, and prosecute financial and logistical networks, operatives, or front groups inside the United States that are sponsored by Iran or an Iranian terror proxy.
The Attorney General will prosecute leaders and members of Iranian-funded terrorist groups that have captured, harmed, or killed American citizens and seek their arrest and extradition to the United States.
TAKING IRAN’S NUCLEAR PROGRAM OFF THE TABLE: President Trump will not tolerate Iran possessing a nuclear weapons capability, nor will he stand for their sustained sponsorship of terrorism, especially against U.S. interests.

In 2020, President Trump declared that “as long as [he is] President of the United States, Iran will never be allowed to have a nuclear weapon.”
Today’s NSPM fulfills the President’s 2020 vow to contend with Iran’s pernicious influence across the globe:
“For far too long — all the way back to 1979, to be exact — nations have tolerated Iran’s destructive and destabilizing behavior in the Middle East and beyond.  Those days are over.  Iran has been the leading sponsor of terrorism, and their pursuit of nuclear weapons threatens the civilized world.  We will never let that happen.”"
6-Feb-2025,Iran,https://www.state.gov/sanctioning-networks-channeling-revenue-to-irans-military,Sanctioning Networks Channeling Revenue to Iran’s Military,"The United States will not tolerate Iran’s destructive and destabilizing behavior and is today sanctioning an international network that channels illicit revenue to the Iranian military.  This network is being designated for facilitating millions of barrels of illicit Iranian oil shipments to China to fund Iran’s Armed Forces General Staff through its front company Sepehr Energy.  Proceeds of these sales support terrorist and proxy groups.

In addition, the United States is targeting shadow fleet vessels and management companies that transported Iranian oil, aiding Iran’s ability to promote destabilizing activities in the region.

We will disrupt illicit funding streams financing Iran’s armed forces and terrorist groups, such as Hamas and Hizballah.  We will use all tools at our disposal to hold the regime accountable for its destabilizing activities and pursuit of nuclear weapons that threaten the civilized world.

Today’s action is being taken pursuant to Executive Order (E.O.) 13224, as amended, the counterterrorism sanctions authority, and E.O. 13902, which provides authority to the Secretary of the Treasury, in consultation with the Secretary of State, to identify and impose sanctions on key sectors of Iran’s economy. More information can be found in Treasury’s"
02/24/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,16th package of sanctions against Russia,"The EU adopted the 16th sanctions package, imposing measures on 48 individuals and 35 entities, expanding shadow fleet vessel bans, financial messaging restrictions, export controls on dual-use and energy goods, media suspensions, flight bans, port bans, and additional restrictions on Crimea, Sevastopol, and occupied Ukrainian regions."
24-Feb-2025,Iran,https://www.state.gov/sanctioning-entities-that-have-traded-in-irans-petroleum/,Sanctioning Entities That Have Traded in Iran’s Petroleum,"As a result of today’s sanctions-related actions, and in accordance with E.O. 13846, all property and interests in property of the designated persons described above that are in the United States or in possession or control of U.S. persons are blocked and must be reported to the Department of Treasury’s Office of Foreign Assets Control (OFAC).  Additionally, all entities and individuals that have ownership, either directly or indirectly, 50 percent or more by one or more blocked persons are also blocked.

All transactions by U.S. persons or within (or transiting) the United States that involve any property or interests in property of designated or otherwise blocked persons are prohibited unless authorized by a general or specific license issued by OFAC or exempt.  These prohibitions include the making of any contribution or provision of funds, goods, or services by, to, or for the benefit of any blocked person and the receipt of any contribution or provision of funds, goods, or services from any such person.

The power and integrity of U.S. government sanctions derive not only from the U.S. government’s ability to designate and add persons to the Specially Designated Nationals and Blocked Persons (SDN) List, but also from its willingness to remove persons from the SDN List consistent with the law.  The ultimate goal of sanctions is not to punish, but to bring about a positive change in behavior.

Petitions for removal from the SDN List may be sent to: OFAC.Reconsideration@treasury.gov.  Petitioners may also refer to the Department of State’s "
24-Feb-2025,Iran,https://www.state.gov/sanctions-on-irans-oil-trade-to-reimpose-maximum-pressure/,Sanctions on Iran’s Oil Trade to Reimpose Maximum Pressure,"The U.S. Department of State is today designating 16 entities and vessels for their involvement in Iran’s petroleum and petrochemical industry.

The Department of State and the Department of the Treasury’s Office of Foreign Assets Control (OFAC) are concurrently sanctioning a combined total of 22 persons and identifying 13 vessels as blocked property, across multiple jurisdictions, for their involvement in Iran’s oil industry.

This network of illicit shipping facilitators obfuscates and deceives its role in loading and transporting Iranian oil for sale to buyers in Asia. It has shipped tens of millions of barrels of crude oil worth hundreds of millions of dollars. Today’s action represents an initial step to realize President Trump’s campaign of maximum pressure on the Iranian regime. It disrupts efforts by Iran to amass oil revenues to fund terrorists’ activities.

We will continue to disrupt such illicit funding streams for Iran’s malign activities.  As long as Iran devotes its energy revenues to financing attacks on our allies, supporting terrorism around the world, or pursuing other destabilizing actions, we will use all the tools at our disposal to hold the regime accountable.

Today’s actions are being taken pursuant to Executive Orders 13902 and 13846, which target Iran’s petroleum and petrochemical sectors, and mark the second round of sanctions targeting Iranian oil sales since President Trump issued National Security Presidential Memorandum 2, ordering a campaign of maximum pressure on Iran. For more information on today’s action, see Treasury’s"
26-Feb-2025,Iran,https://www.state.gov/new-sanctions-increase-pressure-on-irans-uav-and-ballistic-missile-programs/,New Sanctions Increase Pressure on Iran’s UAV and Ballistic Missile Programs,"The United States is today sanctioning six entities based in the People’s Republic of China, including Hong Kong, that have been involved in the procurement of key components by entities connected to Iran’s UAV and ballistic missile programs.

Today’s action, which is part of President Trump’s maximum pressure campaign on the Iranian regime, aims to disrupt efforts by the Iranian entity Pishtazan Kavosh Gostar Boshra (PKGB) to reconstitute its procurement network and continue obtaining critical parts from foreign suppliers.

The United States will use all available means to expose and disrupt Iran’s growing UAV and missile development and proliferation, which destabilizes the Middle East and beyond. We will continue to act against the complex schemes Iran employs to conceal its acquisition of sensitive technology for its missile and UAV programs. These programs produce missiles and drones that Iran uses against our allies and exports to its terror proxy groups and Russia.

The Department of the Treasury’s action was taken pursuant to Executive Order (E.O.) 13382, which targets proliferators of weapons of mass destruction (WMD) and their supporters"
13-Mar-2025,Iran,https://www.state.gov/sanctioning-service-providers-that-facilitate-irans-crude-oil-trade/,Sanctioning Service Providers That Facilitate Iran’s Crude Oil Trade,"The Iranian regime continues to fuel conflict in the Middle East, advance its nuclear program, and support its terrorist proxies. Iran’s illicit oil trade fuels these destabilizing activities. Its oil exports are enabled by a network of shipping facilitators in multiple jurisdictions who, through obfuscation and deception, load and transport Iranian oil for sale to buyers in Asia. Iran’s MINISTRY OF PETROLEUM, NATIONAL IRANIAN OIL COMPANY, and NATIONAL IRANIAN TANKER COMPANY, U.S.-designated entities, rely significantly on ship-to-ship (STS) transfers and associated third-country service providers to optimize the efficiency of their tanker fleet. These STS transfers, frequently conducted while one or more vessels have disabled or manipulated their automatic identification system (AIS), also serve to disguise the Iranian origin of the cargo.

Today, the United States is acting under President Trump’s policy of maximum pressure  on the Iranian regime to stop the flow of revenue it uses to fund these destabilizing activities.  The Department of State is imposing sanctions on three entities engaged in the Iranian petroleum trade and is identifying three vessels as blocked property.  These targets are being designated pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran.

Specifically, the Department of State is targeting maritime service providers that have facilitated the STS transfer of Iranian crude oil between U.S.-designated STAR FOREST (IMO 9237632) and SOBAR (IMO 9221970) on December 25, 2024, near Nipa, Indonesia. Today, we seek to degrade Iran’s STS operations and to highlight the risks associated with facilitating Iran’s crude oil trade.

The Department is designating the following entity pursuant to section 3(a)(ii) of E.O. 13846 for knowingly engaging in a significant transaction for the purchase, acquisition, sale, transport, or marketing of petroleum or petroleum products from Iran:"
13-Mar-2025,Iran,https://www.state.gov/sanctions-on-irans-oil-minister-and-shadow-fleet-to-exert-maximum-pressure/,Sanctions on Iran’s Oil Minister and Shadow Fleet to Exert Maximum Pressure,"The Department of State is sanctioning three entities and identifying three vessels as blocked property today to stop the flow of revenue the Iranian regime uses to finance its destabilizing activities.  These entities provide services to the ghost fleet vessels conducting ship-to-ship (STS) transfer operations outside port limits in Southeast Asia, and enabling Iran’s attempts to disguise its illicit oil trade. 

The Department of the Treasury is concurrently designating Iran’s Minister of Petroleum Mohsen Paknejad and several entities transporting Iranian oil to China, and will identify their vessels as blocked property.  The Iranian regime and its military are stealing the nation’s oil wealth with the help of Mohsen Paknejad, the head of Iran’s Oil Ministry. 

Today’s action advances President Trump’s policy of maximum pressure on the Iranian regime, which is designed to end Iran’s nuclear threat, curtail its ballistic missile program, and stop it from supporting or rebuilding its terrorist proxy groups, including by driving Iran’s oil exports to zero — especially oil exports to China. 

We will continue to disrupt illicit funding to curb malign activities, limit the financial resources available to corrupt officials, and use all the tools at our disposal to hold the regime accountable. 

Today’s State Department action is being taken pursuant to Executive Order (E.O.) 13846, which targets transactions involving petroleum from Iran.  Today’s Treasury Department action is being taken pursuant to E.O. 13902, which targets Iran’s petroleum and petrochemical sectors.  These actions mark the third round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 on February 4, 2025, ordering a campaign of maximum pressure on the Iranian regime, including by reducing Iran’s oil exports to zero.   "
03/14/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New tariffs on agricultural products and fertilisers from Russia and Belarus,The Council adopted its negotiating position on tariffs for remaining agricultural products and nitrogen-based fertilisers from Russia and Belarus to reduce export revenues funding the war.
03/14/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions against Russia,Individual sanctions targeting those undermining Ukraine’s territorial integrity were prolonged for six months until 15 September 2025.
20-Mar-2025,Iran,https://www.state.gov/sanctioning-entities-purchasing-and-transporting-iranian-oil-to-further-impose-maximum-pressure-on-iran/,Sanctioning Entities Purchasing and Transporting Iranian Oil to Further Impose Maximum Pressure on Iran,"The U.S. Department of State is today sanctioning Huaying Huizhou Daya Bay Petrochemical Terminal Storage, an oil terminal in China, for buying and storing Iranian crude oil from a sanctioned vessel.

The Department of the Treasury is concurrently sanctioning China-based Shandong Shouguang Luqing Petrochemical Co., Ltd., a “teapot” oil refinery, for purchasing and refining hundreds of millions of dollars’ worth of Iranian crude oil.  This includes oil from vessels linked to Ansarallah (Houthis), a Foreign Terrorist Organization, and the U.S.-designated Iranian Ministry of Defense of Armed Forces Logistics (MODAFL).  “Teapot” refiners are private Chinese refineries that are the primary purchasers of Iranian oil.  This will be the United States’ first designation of a teapot refinery.

In addition, the Department of the Treasury is sanctioning 12 entities and one individual, and identifying eight vessels as blocked property for being responsible for shipping millions of barrels of Iranian oil to China.  These vessels—are part of Iran’s “shadow fleet” of tankers that supply teapot refineries, including Luqing Petrochemical.

These sanctions are being imposed pursuant to President Trump’s maximum pressure campaign to drive Iran’s oil exports, including to China, to zero.  China is by far the largest importer of Iranian oil. The Iranian regime uses the revenue it generates from these sales to finance attacks on U.S. allies, support terrorism around the world, and pursue other destabilizing actions.

All these new sanctions will be fully enforced under the Trump Administration’s maximum pressure campaign.  So long as Iran attempts to generate oil revenues to fund its destabilizing activities, the United States will hold both Iran and all its sanctions-evading partners accountable.

Today’s action by the Department of State is being taken pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran.  Today’s action by the Department of the Treasury is being taken pursuant to Executive Order (E.O.) 13902, which target Iran’s petroleum and petrochemical sectors.  This action marks the fourth round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 on February 4, 2025 For more information on today’s actions, please see the Department of State’s fact sheet and the Department of the Treasury’s press release."
20-Mar-2025,Iran,https://www.state.gov/sanctioning-additional-entities-that-have-traded-in-irans-petroleum/,Sanctioning Additional Entities That Have Traded in Iran’s Petroleum,"All property and interests in property that are in the United States, that hereafter come within the United States, or that are or hereafter come within the possession or control of any United States person, including any foreign branch, of the following persons are blocked and may not be transferred, paid, exported, withdrawn, or otherwise dealt in:

(i) the persons listed in the Annex to this order; and

(ii) any person determined by the Secretary of the Treasury, in consultation with or at the recommendation of the Secretary of State:

(A) to have operated, or to have directed the operation of, information and communications technology that facilitates computer or network disruption, monitoring, or tracking that could assist in or enable serious human rights abuses by or on behalf of the Government of Iran or the Government of Syria;

(B) to have sold, leased, or otherwise provided, directly or indirectly, goods, services, or technology to Iran or Syria likely to be used to facilitate computer or network disruption, monitoring, or tracking that could assist in or enable serious human rights abuses by or on behalf of the Government of Iran or the Government of Syria;

(C) to have materially assisted, sponsored, or provided financial, material, or technological support for, or goods or services to or in support of, the activities described in subsections (a)(ii)(A) and (B) of this section or any person whose property and interests in property are blocked pursuant to this order; or

(D) to be owned or controlled by, or to have acted or purported to act for or on behalf of, directly or indirectly, any person whose property and interests in property are blocked pursuant to this order.

(b) The prohibitions in subsection (a) of this section apply except to the extent provided by statutes, or in regulations, orders, directives, or licenses that may be issued pursuant to this order, and notwithstanding any contract entered into or any license or permit granted prior to the effective date of this order."
10-Apr-2025,Iran,https://www.state.gov/sanctions-on-irans-oil-network-to-further-impose-maximum-pressure-on-iran/,Sanctions on Iran’s Oil Network to Further Impose Maximum Pressure on Iran,"As a result of today’s sanctions-related actions, and in accordance with E.O. 13846, all property and interests in property of the designated persons described above that are in the United States or in possession or control of U.S. persons are blocked and must be reported to the Department of Treasury’s Office of Foreign Assets Control (OFAC).  Additionally, all entities and individuals that have ownership, either directly or indirectly, 50 percent or more by one or more blocked persons are also blocked.

All transactions by U.S. persons or within (or transiting) the United States that involve any property or interests in property of designated or otherwise blocked persons are prohibited unless authorized by a general or specific license issued by OFAC or exempt.  These prohibitions include the making of any contribution or provision of funds, goods, or services by, to, or for the benefit of any blocked person and the receipt of any contribution or provision of funds, goods, or services from any such person.

The power and integrity of U.S. government sanctions derive not only from the U.S. government’s ability to designate and add persons to the Specially Designated Nationals and Blocked Persons (SDN) List, but also from its willingness to remove persons from the SDN List consistent with the law.  The ultimate goal of sanctions is not to punish, but to bring about a positive change in behavior.

Petitions for removal from the SDN List may be sent to: OFAC.Reconsideration@treasury.gov.  Petitioners may also refer to the Department of State’s "
10-Apr-2025,Iran,https://www.state.gov/sanctions-on-irans-oil-network-to-further-impose-maximum-pressure-on-iran-2/,Sanctions on Iran’s Oil Network to Further Impose Maximum Pressure on Iran,"The U.S. Department of State is today sanctioning a second China-based terminal operator, Guangsha Zhoushan Energy Group Co Ltd, which received at least eight Iranian crude oil cargos in the past several years.  The Department of State is also designating three vessel management companies for their involvement in the transport of Iranian petroleum and identifying two vessels as blocked property of two of these companies.

The United States is committed to aggressively implementing and enforcing sanctions targeting Iran’s entire oil supply chain, including sanctioning those who help Iran evade sanctions and export Iranian oil to China.

Additionally, the U.S. Department of the Treasury is concurrently designating UAE- and India-based entities and blocking nearly 30 vessels involved in shipping Iranian oil.

Today’s action advances President Trump’s policy of maximum pressure to deny the government of the Islamic Republic of Iran all paths to a nuclear weapon and counter the regime’s malign influence.  These sanctions will curtail the flow of revenue the Iranian regime uses to finance its destabilizing activities and are part of President Trump’s commitment to drive Iran’s export of oil to zero — especially oil exports to China.

We will continue to curb illicit funding that funds Iran’s malign activities, limit the financial resources available to corrupt regime officials, and use all the tools at our disposal to hold the regime accountable.

Today’s actions are being taken pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran, and Executive Order (E.O.) 13902, which targets Iran’s petroleum and petrochemical sectors, and marks the fifth round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2  on February 4, 2025, ordering a campaign of maximum pressure on Iran. For more information about today’s action, please see the Department of State’s Fact Sheet  and Treasury’s Press Release ."
16-Apr-2025,Iran,https://www.state.gov/sanctioning-a-china-based-teapot-refinery-to-pressure-iran-further/,"Sanctioning a China-Based “Teapot” Refinery to Pressure Iran Further","The United States is today sanctioning Shandong Shengxing Chemical Co., Ltd, a China-based independent “teapot” refinery, for purchasing more than a billion dollars’ worth of Iranian crude oil. The President is committed to drive Iran’s illicit oil exports, including to China, to zero.

The United States is also imposing sanctions on several companies and vessels involved in facilitating Iranian oil shipments to China as part of Iran’s “shadow” fleet. This is the United States’ second action against an independent China-based teapot refinery since President Trump issued National Security Presidential Memorandum 2 on February 4, 2025.

All sanctions will be fully enforced under the Trump Administration’s maximum pressure campaign on Iran.

As Long as Iran attempts to generate oil revenues to fund its destabilizing activities, the United States will hold both Iran and all its partners in sanctions evasion accountable.

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which targets Iran’s petroleum and petrochemical sectors, and marks the sixth round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 on February 4, 2025. For more information on today’s actions, please see the Department of the Treasury’s press release"
22-Apr-2025,Iran,https://www.state.gov/sanctioning-a-liquified-petroleum-gas-shipping-network-to-further-pressure-iran/,Sanctioning a Liquified Petroleum Gas Shipping Network to Further Pressure Iran,"Today, the United States is sanctioning Iranian national Seyed Asadoollah Emamjomeh and his liquified petroleum gas (LPG) shipping network for exporting hundreds of millions of dollars’ worth of Iranian LPG and crude oil to foreign markets.  This revenue funds Iran’s malign behavior, particularly the regime’s nuclear and ballistic missile programs and its support for terrorist proxies.

Iranian companies continually adapt their networks to evade sanctions and sell to foreign customers.  The United States is committed to sanctioning Iranian firms that fund the regime’s destabilizing conduct.

The Trump Administration will vigorously enforce all U.S. sanctions on Iran as part of its maximum pressure campaign.  So long as Iran attempts to generate oil revenues to fund its subversive activities, the United States will hold accountable both Iran and all its partners in sanctions evasion.

Today’s action is being taken pursuant to President Trump’s maximum pressure campaign and E.O. 13902, which targets those operating in certain sectors of the Iranian economy.  On October 11, 2024, the Secretary of the Treasury, in consultation with the Secretary of State, determined that section 1(a)(i) of E.O. 13902 shall apply to the petroleum and petrochemical sectors of the Iranian economy, which allows Treasury to target a broader range of activities relating to Iran’s trade in petroleum and petrochemical products.  For more information, today’s designation can be found on the Treasury’s Press Releases."
30-Apr-2025,Iran,https://www.state.gov/maximum-pressure-sanctions-on-illicit-traders-of-iranian-petroleum-and-petrochemical-products/,Maximum Pressure Sanctions on Illicit Traders of Iranian Petroleum and Petrochemical Products,"The Iranian regime continues to fuel conflict in the Middle East, advance its nuclear program, and support its terrorist partners and proxies. Today, the United States is taking action to stem the flow of revenue that the regime uses to fund these destabilizing activities. The Department of State is imposing sanctions on seven entities engaged in Iranian petroleum products and petrochemical products trade and is identifying two vessels as blocked property.

This action includes the designation of four sellers of Iranian petrochemicals and one purchaser who have generated hundreds of millions of dollars in illicit funds for Iran’s destabilizing activities. These companies send Iranian-origin petrochemicals and petrochemical products to third party countries and enable Iran to evade sanctions and continue to generate revenue.

The Department of State is also sanctioning one marine management company for transporting Iranian petroleum products. Two vessels managed by this company are also being identified as blocked property. Iran’s energy exports are enabled by a network of such illicit shipping facilitators in multiple jurisdictions who, through obfuscation and deception, load and transport Iranian petroleum products for sale to buyers in Asia.

The Department of State is additionally sanctioning an Iran-based cargo inspection company. Such companies are hired by buyers and shippers of cargo as third-party actors to ensure and certify that a purchased cargo is properly loaded onto the vessel transporting it. By doing so, they reduce the risk these sanctions violators face, thereby playing an important role in the supply chains for illicit Iranian energy products."
30-Apr-2025,Iran,https://www.state.gov/maximum-pressure-sanctions-on-illicit-traders-of-iranian-oil-and-petrochemical-products/,Maximum Pressure Sanctions on Illicit Traders of Iranian Oil and Petrochemical Products,"The Department of State, today, is sanctioning seven entities engaged in the trade of Iranian petroleum products and petrochemical products and is identifying two vessels as blocked property. The President is committed to driving Iran’s illicit oil and petrochemical exports — including exports to China — to zero under his maximum pressure campaign.

This action designates four sellers and one purchaser of Iranian petrochemicals worth hundreds of millions of dollars.

Additionally, the Department of State is sanctioning one marine management company that has played a key role in the Iranian crude energy supply chain that transports millions of barrels of Iranian petroleum products, and an Iran-based cargo inspection company.

Two vessels managed by this marine management company are also being identified as blocked property.

So long as Iran attempts to generate oil and petrochemical revenues to fund its destabilizing activities, and support its terrorist activities and proxies, the United States will take steps to hold both Iran and all its partners engaged in sanctions evasion accountable.

All targets are being designated pursuant to Executive Order (E.O.) 13846, which authorizes and reimposes certain sanctions with respect to Iran, and in furtherance of President Trump’s National Security Presidential Memorandum 2. "
8-May-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/05/third-china-based-teapot-refinery-designated-for-violating-iran-sanctions/,Third China-Based “Teapot” Refinery Designated for Violating Iran Sanctions,"The United States is sanctioning China-based independent “teapot” refinery Hebei Xinhai Chemical Group Co., Ltd. and three oil terminal operators for their role in purchasing or facilitating the delivery of hundreds of millions of dollars’ worth of Iranian oil.

Additionally, the United States is designating numerous firms, vessels, and vessel captains involved in facilitating the transportation of Iranian oil to China as part of Iran’s “shadow fleet,” which funds Iran’s destabilizing behavior and support to terrorist proxies.

This is the United States’ third action against a China-based independent teapot refinery since President Trump issued National Security Presidential Memorandum 2 on February 4, 2025.

So long as Iran attempts to generate oil revenues to fund its destabilizing activities, the United States will hold both Iran and all its partners in sanctions evasion accountable.

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which targets Iran’s petroleum and petrochemical sectors, and E.O. 13846, which targets Iranian petroleum exports. This action also marks the latest round of sanctions targeting Iranian oil sales since the President issued National Security Presidential Memorandum 2 (NSPM-2), instituting a campaign of maximum pressure on Iran. For more information on today’s action, please see the Department of the Treasury’s press release."
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,17th package of sanctions against Russia,"The EU adopted the 17th sanctions package, targeting 17 individuals and 58 entities, banning port access for 189 shadow fleet vessels, expanding dual-use export restrictions, and restricting goods contributing to Russia’s military and technological capacity."
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to hybrid threats from Russia,"The Council imposed sanctions on 21 individuals and six entities for destabilising hybrid activities, expanded scope to target tangible assets, and enabled suspension of Russian media broadcasting licences."
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in view of human rights violations in Russia,"The EU sanctioned 28 individuals, mainly judiciary members, responsible for serious human rights violations, repression of opposition, and persecution linked to Alexei Navalny."
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions over the use of chemical weapons by Russian forces in Ukraine,"The Council sanctioned three Russian Armed Forces entities involved in the development and use of chemical weapons, following OPCW reports confirming use of riot control agents in Ukraine."
05/26/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews sanctions over human rights abuses in Russia,"The EU extended its human rights sanctions framework targeting repression, civil society abuse, and rule of law violations in Russia until 28 May 2026."
6-Jun-2025,Iran,https://home.treasury.gov/news/press-releases/sb0159,Treasury Sanctions Iranian Network Laundering Billions for Regime Through Shadow Banking Scheme,"Today, the Department of the Treasury’s Office of Foreign Assets Control (OFAC) is designating over 30 individuals and entities tied to Iranian brothers Mansour, Nasser, and Fazlolah Zarringhalam, who have collectively laundered billions of dollars through the international financial system via Iranian exchange houses and foreign front companies under their control as part of Iran’s “shadow banking” network.  The regime leverages this network to evade sanctions and move money from its oil and petrochemical sales, which help the regime fund its nuclear and missile programs and support its terrorist proxies.  Concurrently, Treasury’s Financial Crimes Enforcement Network (FinCEN) is issuing an updated Advisory to assist financial institutions in identifying, preventing, and reporting suspicious activity connected with Iranian illicit financial activity, including oil smuggling, shadow banking, and weapons procurement. 

“Iran’s shadow banking system is a critical lifeline for the regime through which it accesses the proceeds from its oil sales, moves money, and funds its destabilizing activities,” said Secretary of the Treasury Scott Bessent. “Treasury will continue to leverage all available tools to target the critical nodes in this network and disrupt its operations, which enrich the regime’s elite and encourage corruption at the expense of the people of Iran.”

Today’s action is being taken pursuant to Executive Order (E.O.) 13902, which targets  Iran’s financial and petroleum and petrochemical sectors, and E.O. 13846, and is the first round of sanctions targeting Iranian shadow banking infrastructure since the President issued National Security Presidential Memorandum 2, directing a campaign of maximum pressure on Iran"
6-Jun-2025,Iran,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/sanctioning-irans-shadow-banking-network-of-money-launderers-and-illicit-oil-traders/,Sanctioning Iran’s “Shadow Banking” Network of Money Launderers and Illicit Oil Traders,"Today, the United States is sanctioning over 35 individuals and entities with ties to a network involved in money laundering on behalf of the Iranian regime.  This network has laundered billions of dollars through Iranian exchange houses and foreign front companies to sustain Tehran’s campaigns of terror that undermine international peace and security and line the pockets of regime elites.  As part of this network, the Zarringhalam brothers and their associates use numerous UAE- and Hong Kong-based front companies to help designated Iranian persons generate revenue from the sale of petroleum and other commodities subject to U.S. sanctions.  This is the first action against Iran’s shadow banking network since the President issued the National Security Presidential Memorandum on February 4.

Concurrently, the Department of the Treasury’s Financial Crimes Enforcement Network (FinCEN) updated an Advisory to help U.S. and international financial institutions identify and report suspicious activities related to Iranian illicit financial activities.  The Advisory includes information on forms of illicit finance, as well as red flags associated with Iranian oil smuggling, shadow banking, and procurement of weapons and dual-use components.

The United States will continue to deny Iran access to financial networks and the global banking system as long as Iran continues its destabilizing activities.  We will promote accountability for those who seek to undermine international peace and security.

Today’s action is being taken by OFAC pursuant to Executive Order (E.O.) 13902, which targets Iran’s financial and petroleum and petrochemical sectors.  This action implements National Security Presidential Memorandum 2, which orders a campaign of maximum pressure on Iran.  For more information, please refer to Treasury’s Press Releases."
06/12/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New tariffs on agricultural products and fertilisers from Russia and Belarus,The Council adopted a regulation imposing new tariffs on agricultural goods and fertilisers from Russia and Belarus to reduce export revenues financing the war.
06/16/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Crimea and Sevastopol: EU renews sanctions for a further year,Sanctions related to the illegal annexation of Crimea and Sevastopol were renewed until 23 June 2026.
06/30/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions against Russia,The Council renewed EU economic restrictive measures for six months until 31 January 2026 due to Russia’s continued destabilising actions in Ukraine.
