DATE,COUNTRY,SOURCE,HEADLINE,SUMMARY,TEXT,IMPACT SCORE,IMPACT LEVEL
01/29/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Council renews economic sanctions over Russia’s military aggression against Ukraine,"The Council extended sectoral economic sanctions against Russia for six months until 31 July 2024, covering finance, energy, transport, and technology sectors.","Council renews economic sanctions over Russia’s military aggression against Ukraine: The Council extended sectoral economic sanctions against Russia for six months until 31 July 2024, covering finance, energy, transport, and technology sectors.",5,High
02/12/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Immobilised Russian assets: Council decides to set aside extraordinary revenues,"The Council decided that central securities depositories must separately account extraordinary revenues generated from immobilised Russian Central Bank assets, paving the way for future financial support to Ukraine.","Immobilised Russian assets: Council decides to set aside extraordinary revenues: The Council decided that central securities depositories must separately account extraordinary revenues generated from immobilised Russian Central Bank assets, paving the way for future financial support to Ukraine.",5,High
02/23/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,13th package of sanctions against Russia,"The EU imposed restrictive measures on 106 individuals and 88 entities, targeting the military and defence sectors, judiciary members, and those responsible for the illegal deportation of Ukrainian children, along with new drone and export restrictions.","13th package of sanctions against Russia: The EU imposed restrictive measures on 106 individuals and 88 entities, targeting the military and defence sectors, judiciary members, and those responsible for the illegal deportation of Ukrainian children, along with new drone and export restrictions.",5,High
03/12/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions over Russia’s war of aggression against Ukraine,"The Council prolonged individual sanctions until 15 September 2024, including asset freezes and travel bans, applying to over 2,100 individuals and entities linked to Russia’s aggression.","EU renews individual sanctions over Russia’s war of aggression against Ukraine: The Council prolonged individual sanctions until 15 September 2024, including asset freezes and travel bans, applying to over 2,100 individuals and entities linked to Russia’s aggression.",2,Medium
03/22/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU imposes new sanctions over death of Alexei Navalny,"The EU sanctioned 33 individuals and two entities under the Global Human Rights Sanctions Regime in response to the death of Alexei Navalny, including penal colonies, judiciary members, and penitentiary officials.","EU imposes new sanctions over death of Alexei Navalny: The EU sanctioned 33 individuals and two entities under the Global Human Rights Sanctions Regime in response to the death of Alexei Navalny, including penal colonies, judiciary members, and penitentiary officials.",3,Medium
05/17/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Council bans four Russian-controlled media outlets,"The Council suspended broadcasting of Voice of Europe, RIA Novosti, Izvestia, and Rossiyskaya Gazeta for spreading Russian propaganda and disinformation supporting the war against Ukraine.","Council bans four Russian-controlled media outlets: The Council suspended broadcasting of Voice of Europe, RIA Novosti, Izvestia, and Rossiyskaya Gazeta for spreading Russian propaganda and disinformation supporting the war against Ukraine.",3,Medium
05/21/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU to use profits from frozen Russian assets to help Ukraine,"The Council approved the use of windfall net profits generated from immobilised Russian assets to support Ukraine’s defence, reconstruction, and recovery through EU programmes.","EU to use profits from frozen Russian assets to help Ukraine: The Council approved the use of windfall net profits generated from immobilised Russian assets to support Ukraine’s defence, reconstruction, and recovery through EU programmes.",4,High
05/27/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sets up new sanctions framework targeting human rights violations in Russia,"The EU established a country-specific sanctions regime targeting serious human rights violations in Russia, sanctioning 19 individuals and one entity and introducing trade restrictions on repression-related equipment.","EU sets up new sanctions framework targeting human rights violations in Russia: The EU established a country-specific sanctions regime targeting serious human rights violations in Russia, sanctioning 19 individuals and one entity and introducing trade restrictions on repression-related equipment.",3,Medium
05/27/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU imposes new sanctions in response to information manipulation,"The Council sanctioned two individuals and one entity, including Voice of Europe, for propaganda and information manipulation supporting Russia’s war against Ukraine.","EU imposes new sanctions in response to information manipulation: The Council sanctioned two individuals and one entity, including Voice of Europe, for propaganda and information manipulation supporting Russia’s war against Ukraine.",3,Medium
06/17/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Crimea and Sevastopol: Council renews sanctions for a further year,"The EU renewed sanctions related to the illegal annexation of Crimea and Sevastopol until 23 June 2025, maintaining restrictions on trade, investment, tourism, and energy activities.","Crimea and Sevastopol: Council renews sanctions for a further year: The EU renewed sanctions related to the illegal annexation of Crimea and Sevastopol until 23 June 2025, maintaining restrictions on trade, investment, tourism, and energy activities.",2,Medium
06/24/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,14th package of sanctions against Russia,"The EU adopted comprehensive sanctions targeting energy, finance, trade, LNG transshipment, financial messaging systems, aviation, and political funding, and sanctioned 69 individuals and 47 entities.","14th package of sanctions against Russia: The EU adopted comprehensive sanctions targeting energy, finance, trade, LNG transshipment, financial messaging systems, aviation, and political funding, and sanctioned 69 individuals and 47 entities.",5,High
06/28/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU imposes new individual sanctions on Russia,"The Council sanctioned two individuals and four entities for circumventing EU sanctions and materially supporting the Russian government, imposing asset freezes and travel bans.","EU imposes new individual sanctions on Russia: The Council sanctioned two individuals and four entities for circumventing EU sanctions and materially supporting the Russian government, imposing asset freezes and travel bans.",2,Medium
07/22/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions against Russia,The Council extended economic sanctions against Russia for six months until 31 January 2025 in response to continued destabilising actions in Ukraine.,EU renews economic sanctions against Russia: The Council extended economic sanctions against Russia for six months until 31 January 2025 in response to continued destabilising actions in Ukraine.,5,High
09/12/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions against Russia,"The Council prolonged individual restrictive measures until 15 March 2025, including asset freezes, travel bans, and funding prohibitions.","EU renews individual sanctions against Russia: The Council prolonged individual restrictive measures until 15 March 2025, including asset freezes, travel bans, and funding prohibitions.",2,Medium
10/08/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU adopts new sanctions regime in response to hybrid threats from Russia,"The EU established a new framework to counter hybrid threats such as election interference, cyberattacks, sabotage, disinformation, and the instrumentalisation of migrants.","EU adopts new sanctions regime in response to hybrid threats from Russia: The EU established a new framework to counter hybrid threats such as election interference, cyberattacks, sabotage, disinformation, and the instrumentalisation of migrants.",3,Medium
12/16/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,15th package of sanctions against Russia,"The EU adopted the fifteenth sanctions package, including sanctions on 54 individuals and 30 entities, bans on shadow fleet vessels, expanded dual-use export restrictions, legal enforcement bans, and extended divestment derogations.","15th package of sanctions against Russia: The EU adopted the fifteenth sanctions package, including sanctions on 54 individuals and 30 entities, bans on shadow fleet vessels, expanded dual-use export restrictions, legal enforcement bans, and extended divestment derogations.",5,High
12/16/2024,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU agrees first listings in response to Russia’s hybrid threats,"The Council imposed restrictive measures on 16 individuals and three entities responsible for Russia’s destabilising hybrid activities, including coordinated information manipulation and interference.","EU agrees first listings in response to Russia’s hybrid threats: The Council imposed restrictive measures on 16 individuals and three entities responsible for Russia’s destabilising hybrid activities, including coordinated information manipulation and interference.",3,Medium
01/27/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions against Russia,The Council renewed EU economic restrictive measures against Russia for six months until 31 July 2025 due to Russia’s continued actions destabilising Ukraine.,EU renews economic sanctions against Russia: The Council renewed EU economic restrictive measures against Russia for six months until 31 July 2025 due to Russia’s continued actions destabilising Ukraine.,5,High
02/24/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,16th package of sanctions against Russia,"The EU adopted the 16th sanctions package, imposing measures on 48 individuals and 35 entities, expanding shadow fleet vessel bans, financial messaging restrictions, export controls on dual-use and energy goods, media suspensions, flight bans, port bans, and additional restrictions on Crimea, Sevastopol, and occupied Ukrainian regions.","16th package of sanctions against Russia: The EU adopted the 16th sanctions package, imposing measures on 48 individuals and 35 entities, expanding shadow fleet vessel bans, financial messaging restrictions, export controls on dual-use and energy goods, media suspensions, flight bans, port bans, and additional restrictions on Crimea, Sevastopol, and occupied Ukrainian regions.",5,High
03/14/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New tariffs on agricultural products and fertilisers from Russia and Belarus,The Council adopted its negotiating position on tariffs for remaining agricultural products and nitrogen-based fertilisers from Russia and Belarus to reduce export revenues funding the war.,New tariffs on agricultural products and fertilisers from Russia and Belarus: The Council adopted its negotiating position on tariffs for remaining agricultural products and nitrogen-based fertilisers from Russia and Belarus to reduce export revenues funding the war.,3,Medium
03/14/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions against Russia,Individual sanctions targeting those undermining Ukraine’s territorial integrity were prolonged for six months until 15 September 2025.,EU renews individual sanctions against Russia: Individual sanctions targeting those undermining Ukraine’s territorial integrity were prolonged for six months until 15 September 2025.,2,Medium
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,17th package of sanctions against Russia,"The EU adopted the 17th sanctions package, targeting 17 individuals and 58 entities, banning port access for 189 shadow fleet vessels, expanding dual-use export restrictions, and restricting goods contributing to Russia’s military and technological capacity.","17th package of sanctions against Russia: The EU adopted the 17th sanctions package, targeting 17 individuals and 58 entities, banning port access for 189 shadow fleet vessels, expanding dual-use export restrictions, and restricting goods contributing to Russia’s military and technological capacity.",5,High
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to hybrid threats from Russia,"The Council imposed sanctions on 21 individuals and six entities for destabilising hybrid activities, expanded scope to target tangible assets, and enabled suspension of Russian media broadcasting licences.","New sanctions in response to hybrid threats from Russia: The Council imposed sanctions on 21 individuals and six entities for destabilising hybrid activities, expanded scope to target tangible assets, and enabled suspension of Russian media broadcasting licences.",3,Medium
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in view of human rights violations in Russia,"The EU sanctioned 28 individuals, mainly judiciary members, responsible for serious human rights violations, repression of opposition, and persecution linked to Alexei Navalny.","New sanctions in view of human rights violations in Russia: The EU sanctioned 28 individuals, mainly judiciary members, responsible for serious human rights violations, repression of opposition, and persecution linked to Alexei Navalny.",3,Medium
05/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions over the use of chemical weapons by Russian forces in Ukraine,"The Council sanctioned three Russian Armed Forces entities involved in the development and use of chemical weapons, following OPCW reports confirming use of riot control agents in Ukraine.","New sanctions over the use of chemical weapons by Russian forces in Ukraine: The Council sanctioned three Russian Armed Forces entities involved in the development and use of chemical weapons, following OPCW reports confirming use of riot control agents in Ukraine.",1,Low
05/26/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews sanctions over human rights abuses in Russia,"The EU extended its human rights sanctions framework targeting repression, civil society abuse, and rule of law violations in Russia until 28 May 2026.","EU renews sanctions over human rights abuses in Russia: The EU extended its human rights sanctions framework targeting repression, civil society abuse, and rule of law violations in Russia until 28 May 2026.",3,Medium
06/12/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New tariffs on agricultural products and fertilisers from Russia and Belarus,The Council adopted a regulation imposing new tariffs on agricultural goods and fertilisers from Russia and Belarus to reduce export revenues financing the war.,New tariffs on agricultural products and fertilisers from Russia and Belarus: The Council adopted a regulation imposing new tariffs on agricultural goods and fertilisers from Russia and Belarus to reduce export revenues financing the war.,3,Medium
06/16/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Crimea and Sevastopol: EU renews sanctions for a further year,Sanctions related to the illegal annexation of Crimea and Sevastopol were renewed until 23 June 2026.,Crimea and Sevastopol: EU renews sanctions for a further year: Sanctions related to the illegal annexation of Crimea and Sevastopol were renewed until 23 June 2026.,2,Medium
06/30/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions against Russia,The Council renewed EU economic restrictive measures for six months until 31 January 2026 due to Russia’s continued destabilising actions in Ukraine.,EU renews economic sanctions against Russia: The Council renewed EU economic restrictive measures for six months until 31 January 2026 due to Russia’s continued destabilising actions in Ukraine.,5,High
07/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to hybrid threats from Russia,The Council sanctioned nine individuals and six entities involved in destabilising hybrid actions undermining EU security and integrity.,New sanctions in response to hybrid threats from Russia: The Council sanctioned nine individuals and six entities involved in destabilising hybrid actions undermining EU security and integrity.,3,Medium
07/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to human rights abuses in Russia,"The EU imposed sanctions on five individuals, mainly judiciary members, responsible for serious human rights abuses and persecution of activist Alexei Gorinov.","New sanctions in response to human rights abuses in Russia: The EU imposed sanctions on five individuals, mainly judiciary members, responsible for serious human rights abuses and persecution of activist Alexei Gorinov.",3,Medium
07/18/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,18th package of sanctions against Russia,"The EU adopted the 18th sanctions package, lowering the oil price cap, banning refined petroleum imports from Russian crude, imposing full transaction bans on Nord Stream 1 and 2, expanding shadow fleet bans, financial messaging bans, and export restrictions.","18th package of sanctions against Russia: The EU adopted the 18th sanctions package, lowering the oil price cap, banning refined petroleum imports from Russian crude, imposing full transaction bans on Nord Stream 1 and 2, expanding shadow fleet bans, financial messaging bans, and export restrictions.",5,High
09/12/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews individual sanctions against Russia,The Council prolonged individual sanctions targeting those undermining Ukraine’s sovereignty for six months until 15 March 2026.,EU renews individual sanctions against Russia: The Council prolonged individual sanctions targeting those undermining Ukraine’s sovereignty for six months until 15 March 2026.,2,Medium
10/03/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews sanctions in response to Russian hybrid threats,Sanctions against those responsible for Russia’s destabilising hybrid actions were extended by one year until 9 October 2026.,EU renews sanctions in response to Russian hybrid threats: Sanctions against those responsible for Russia’s destabilising hybrid actions were extended by one year until 9 October 2026.,3,Medium
10/23/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,19th package of sanctions against Russia,"The EU adopted the 19th sanctions package, targeting energy, LNG imports, shadow fleet vessels, banks, payment systems, crypto providers, export controls, diplomatic travel obligations, and additional sanctions against Belarus.","19th package of sanctions against Russia: The EU adopted the 19th sanctions package, targeting energy, LNG imports, shadow fleet vessels, banks, payment systems, crypto providers, export controls, diplomatic travel obligations, and additional sanctions against Belarus.",5,High
11/20/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to human rights abuses in Russia,"The EU sanctioned ten additional individuals, including judiciary and penitentiary officials, responsible for repression and human rights violations linked to Navalny and civil society.","New sanctions in response to human rights abuses in Russia: The EU sanctioned ten additional individuals, including judiciary and penitentiary officials, responsible for repression and human rights violations linked to Navalny and civil society.",3,Medium
12/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions against Russia’s shadow fleet,The Council sanctioned five individuals and four entities supporting Russia’s shadow fleet and its value chain to curb revenue generation.,New sanctions against Russia’s shadow fleet: The Council sanctioned five individuals and four entities supporting Russia’s shadow fleet and its value chain to curb revenue generation.,4,High
12/15/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to Russian hybrid threats,The EU imposed sanctions on 12 individuals and two entities for hybrid activities including information manipulation and cyber attacks against the EU.,New sanctions in response to Russian hybrid threats: The EU imposed sanctions on 12 individuals and two entities for hybrid activities including information manipulation and cyber attacks against the EU.,3,Medium
12/18/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU sanctions more vessels in Russia’s shadow fleet,"The Council sanctioned 41 additional vessels from Russia’s shadow fleet, imposing port access bans and maritime service prohibitions.","EU sanctions more vessels in Russia’s shadow fleet: The Council sanctioned 41 additional vessels from Russia’s shadow fleet, imposing port access bans and maritime service prohibitions.",4,High
12/22/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,EU renews economic sanctions against Russia,The Council renewed EU economic sanctions for six months until 31 July 2026 in response to Russia’s continued destabilisation of Ukraine.,EU renews economic sanctions against Russia: The Council renewed EU economic sanctions for six months until 31 July 2026 in response to Russia’s continued destabilisation of Ukraine.,5,High
12/22/2025,Russia,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,New sanctions in response to human rights abuses in Russia,The EU imposed sanctions on two members of the Russian judiciary responsible for serious human rights violations and repression of democratic opposition.,New sanctions in response to human rights abuses in Russia: The EU imposed sanctions on two members of the Russian judiciary responsible for serious human rights violations and repression of democratic opposition.,3,Medium
